DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1218680-DCA,Business,12/31/06,Inactive,2/3/06,Tobacco Retail Dealer,242ND DELI GROCERY CORP.,,201,W 242ND ST,,BRONX,NY,10471,7185432240,Bronx,2,208,11,2084211,2058010050,BX29,285,,-73.89861207,40.88952745,"(40.88952745218405, -73.89861207177378)"
1256199-DCA,Business,3/31/08,Inactive,5/21/07,Stoop Line Stand,"GONZALEZ, RAFAEL V.",JUNIOR DELI GROCERY STORE,2178,CROTONA AVE,,BRONX,NY,10457,9175077743,Bronx,2,206,15,2092309,2030990023,BX06,393,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.88632424,40.85038212,"(40.850382119531766, -73.88632423810675)"
1142760-DCA,Business,12/31/06,Inactive,6/16/03,Tobacco Retail Dealer,"KHASHAN, YOUSEF M",STARS DELI & GROCERY,1950,BATH AVE,,BROOKLYN,NY,11214,7189430100,Brooklyn,3,311,43,3168791,3064410029,BK27,282,,-74.0022075,40.60179352,"(40.60179352280895, -74.00220750328666)"
1254775-DCA,Business,3/31/08,Inactive,5/9/07,Stoop Line Stand,SILVER DELI GROCERY CORP..,,1497,WILLIAMSBRIDGE RD,,BRONX,NY,10461,9174468691,Bronx,2,210,13,2044129,2040770034,BX37,200,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.84611121,40.84434653,"(40.844346528332416, -73.84611120940187)"
1189348-DCA,Business,12/31/06,Inactive,2/16/05,Tobacco Retail Dealer,CARLTON DELI & GROCERY CORP.,,137,CARLTON AVE,,BROOKLYN,NY,11205,7188528421,Brooklyn,3,302,35,3323542,3020440001,BK68,18501,,-73.97296864,40.6935869,"(40.6935869026519, -73.97296863557263)"
1173397-DCA,Business,12/31/07,Inactive,7/9/04,Tobacco Retail Dealer,SKY DELI & GROCERY CORP.,,29,E KINGSBRIDGE RD,,BRONX,NY,10468,7189330610,Bronx,2,207,15,2017484,2033170001,BX28,40304,,-73.89672625,40.86721143,"(40.867211433263, -73.89672625355554)"
1059998-DCA,Business,3/31/02,Inactive,8/22/00,Stoop Line Stand,"CHOI, BYUNG EUN",BEC GOLD DELI-GROCERY,4228,BROADWAY,,NEW YORK,NY,10033,2129230460,Manhattan,1,112,10,1063916,1021630025,MN36,263,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.93675274,40.84921037,"(40.849210374703205, -73.93675274073105)"
1101583-DCA,Business,2/28/05,Inactive,2/11/02,Sidewalk Cafe,EAST SIDE DELI CORP.,,1481,2ND AVE,,NEW YORK,NY,10075,2122457850,Manhattan,1,108,4,1044110,1014320021,MN31,134,"Sidewalk Cafe Type: Enclosed, Square Feet: 272, Tables: 9, Chairs: 24",-73.95595363,40.77212005,"(40.7721200520263, -73.95595363473284)"
1075354-DCA,Business,12/31/04,Inactive,3/19/01,Tobacco Retail Dealer,"ALWASIA, ABDO",THE PARK SLOPE DELI,357,5TH AVE,,BROOKLYN,NY,11215,7189811759,Brooklyn,3,306,39,3021174,3009850001,BK37,135,,-73.98420684,40.67167748,"(40.671677475928675, -73.98420684306551)"
1066665-DCA,Business,12/31/05,Inactive,11/21/00,Tobacco Retail Dealer,"789 GROCERY, MEAT & DELI, INC.",,789,E 161ST ST,,BRONX,NY,10456,7182927865,Bronx,2,203,16,2004824,2026680057,BX35,133,,-73.90330504,40.82097428,"(40.82097428448561, -73.90330504244359)"
1185861-DCA,Business,12/31/05,Inactive,12/6/04,Tobacco Retail Dealer,"ZINDANI, MOHAMED",RIGHT WAY EXPRESS 11 DELI GROCERY,866,UNION AVE,,BRONX,NY,10459,7189782251,Bronx,2,201,17,2094321,2026770011,BX34,77,,-73.90270571,40.82068284,"(40.8206828400864, -73.9027057088304)"
1186903-DCA,Business,12/31/05,Inactive,12/28/04,Tobacco Retail Dealer,ANSE CORP.,VAN NEST DELI & GROCERY,725,VAN NEST AVE,,BRONX,NY,10462,7188632892,Bronx,2,211,15,2043091,2040340028,BX37,238,,-73.86454477,40.84399362,"(40.84399362252245, -73.86454476891458)"
1264407-DCA,Business,12/31/09,Inactive,8/15/07,Tobacco Retail Dealer,"A & G DELI GROCERY, INC.",,2939,FULTON ST,,BROOKLYN,NY,11207,7186473639,Brooklyn,3,305,37,3087663,3039390034,BK83,117201,,-73.88619737,40.67945861,"(40.679458612887856, -73.88619737459393)"
1133253-DCA,Business,12/31/03,Inactive,3/4/03,Tobacco Retail Dealer,EXPRESS DELI & GROCERY CORP,,964,BELMONT AVE,,BROOKLYN,NY,11208,7189640303,Brooklyn,3,305,42,3095390,3042490016,BK82,1196,,-73.87299793,40.67392505,"(40.67392505381672, -73.87299793029428)"
1126869-DCA,Business,12/31/07,Inactive,3/23/04,Tobacco Retail Dealer,"AL KUHSHI, FAISAL H",FAISAL GROCERY DELI,9609,ROCKAWAY BLVD,,OZONE PARK,NY,11417,7186415763,Queens,4,410,32,4191225,4091690001,QN56,4002,,-73.84223888,40.68035369,"(40.680353686584205, -73.84223888459945)"
1153617-DCA,Business,12/31/05,Inactive,10/9/03,Tobacco Retail Dealer,BAY RIDGE DELI & GROCERY INC.,,2178,BAY RIDGE AVE,,BROOKLYN,NY,11204,7182323199,Brooklyn,3,311,44,3156910,3061640038,BK28,258,,-73.98446589,40.61194824,"(40.61194823770381, -73.9844658890492)"
1264029-DCA,Business,12/31/09,Inactive,8/10/07,Tobacco Retail Dealer,"AL QAIFI, EBRAHIM M.",PUTNAM DELI & GROCERY,25,PUTNAM AVE,,BROOKLYN,NY,11238,7187839418,Brooklyn,3,302,35,3056804,3019820001,BK69,231,,-73.96130557,40.68274173,"(40.682741727985814, -73.96130557256976)"
1220303-DCA,Business,12/31/09,Inactive,3/3/06,Tobacco Retail Dealer,EMPIRE DELI GROCERY CORP.,,732,10TH AVE,,NEW YORK,NY,10019,2129775073,Manhattan,1,104,3,1080944,1010590061,MN15,127,,-73.99184512,40.76458564,"(40.76458563585536, -73.9918451246675)"
1177943-DCA,Business,12/31/09,Inactive,1/17/06,Tobacco Retail Dealer,514 DELI GROCERY CORP.,,514,TARGEE ST,,STATEN ISLAND,NY,10304,7184472151,Staten Island,5,501,49,5109252,5028790046,SI08,40,,-74.08471894,40.61466835,"(40.61466835121261, -74.08471893515365)"
1053766-DCA,Business,12/31/04,Inactive,12/27/00,Tobacco Retail Dealer,"TEJEDA, AUGUSTO",TEJEDA'S DELI FOOD STORE,8821,31ST AVE,,EAST ELMHURST,NY,11369,7184293548,Queens,4,403,21,4033431,4013860034,QN28,339,,-73.87990543,40.75988471,"(40.75988471156045, -73.8799054278273)"
1108433-DCA,Business,3/31/08,Inactive,5/2/02,Stoop Line Stand,SUPERIOR GROCERY & DELI INC.,,700,AMSTERDAM AVE,,NEW YORK,NY,10025,2125311124,Manhattan,1,107,6,1033650,1012410036,MN12,179,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.97135378,40.79271591,"(40.79271590890203, -73.97135378310915)"
1197009-DCA,Business,12/31/09,Inactive,5/13/05,Tobacco Retail Dealer,2100 DELI GROCERY CORP.,,2100,2ND AVE,,NEW YORK,NY,10029,2124270943,Manhattan,1,111,8,1052801,1016800001,MN33,170,,-73.94136827,40.79207601,"(40.79207601253271, -73.94136826934755)"
1192557-DCA,Business,12/31/07,Inactive,4/5/05,Tobacco Retail Dealer,CASTLE DELI INC.,,2258,3RD AVE,,NEW YORK,NY,10035,2123606347,Manhattan,1,111,8,1083995,1017710039,MN34,196,,-73.93688766,40.80224836,"(40.802248356144204, -73.93688766240182)"
1202893-DCA,Business,3/31/06,Inactive,7/5/05,Stoop Line Stand,"BROOKLYN FINEST DELI, INC.",,2383,65TH ST,,BROOKLYN,NY,11204,7189987982,Brooklyn,3,311,44,3172501,3065590043,BK29,436,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.97721229,40.61130475,"(40.61130474668603, -73.9772122946469)"
1075047-DCA,Business,12/31/05,Inactive,3/16/01,Tobacco Retail Dealer,"HAYAJNEH, OMAR",ZAID'S GOURMET DELI,143,SMITH ST,,BROOKLYN,NY,11201,7188029692,Brooklyn,3,302,33,3001239,3001940004,BK38,43,,-73.99030415,40.68694733,"(40.68694732602699, -73.99030414884166)"
1099780-DCA,Business,12/31/04,Inactive,1/9/02,Tobacco Retail Dealer,1362 LA ESQUINA DELI GROCERY INC.,,1362,PROSPECT AVE,,BRONX,NY,10459,7183286573,Bronx,2,203,16,2010381,2029710001,BX75,153,,-73.8971012,40.83051779,"(40.83051778685323, -73.89710119836427)"
1116715-DCA,Business,12/31/09,Inactive,7/26/02,Tobacco Retail Dealer,BJ DELI 1524 INC.,,1524,UNIONPORT RD,,BRONX,NY,10462,7187925856,Bronx,2,209,18,0,2000000000,BX46,21002,,-73.85680098,40.8365461,"(40.836546098383316, -73.8568009781628)"
1216920-DCA,Business,12/31/06,Inactive,1/4/06,Tobacco Retail Dealer,"NAF DELI GROCERY, INC.",,440,E 149TH ST,,BRONX,NY,10455,7185858994,Bronx,2,201,17,2097024,2022930046,BX39,43,,-73.91619239,40.81544553,"(40.815445526108654, -73.91619238638172)"
1253704-DCA,Business,12/31/08,Inactive,4/30/07,Tobacco Retail Dealer,"AHMED, HAIDRH A",ONE STOP DELI GROCERY,647,4TH AVE,,BROOKLYN,NY,11232,7183690551,Brooklyn,3,307,38,3009172,3006370003,BK37,143,,-73.99482397,40.66352645,"(40.663526454905615, -73.9948239666817)"
1107617-DCA,Business,12/31/03,Inactive,4/25/02,Tobacco Retail Dealer,"ALI, AMIN N",SILVER APPLE DELI & GROCERY,1497,WESTCHESTER AVE,,BRONX,NY,10472,7186207795,Bronx,2,209,17,2025041,2037710002,BX08,54,,-73.88032721,40.8285007,"(40.82850070221919, -73.8803272096596)"
1175788-DCA,Business,12/31/08,Inactive,8/3/04,Tobacco Retail Dealer,"EMRAN, ALI AHMED",EMRAN DELI GROCERY,2285,1ST AVE,,NEW YORK,NY,10035,2124271398,Manhattan,1,111,8,1052995,1016890126,MN34,188,,-73.93469311,40.79699921,"(40.796999214067874, -73.93469310879402)"
1303133-DCA,Business,12/31/09,Inactive,10/27/08,Tobacco Retail Dealer,AHMED H. AL GAZALI,YAFAI DELI GROCERY,1501,FLATBUSH AVE,,BROOKLYN,NY,11210,7184341773,Brooklyn,3,314,45,0,3000000000,BK42,786,,-73.94900105,40.63413785,"(40.63413784659325, -73.9490010514059)"
1153894-DCA,Business,12/31/08,Inactive,10/14/03,Tobacco Retail Dealer,2444 DELI GROCERY CORP.,,2444,WILLIAMSBRIDGE RD,,BRONX,NY,10469,7187985027,Bronx,2,211,13,2051742,2044490060,BX31,326,,-73.85761816,40.86166668,"(40.86166667911777, -73.8576181568527)"
1067764-DCA,Business,12/31/06,Inactive,4/24/03,Tobacco Retail Dealer,"HERNANDEZ, ALBERTO I",ZEREGA GROCERY & DELI,1493,ZEREGA AVE,,BRONX,NY,10462,7185181639,Bronx,2,210,13,2041682,2039720038,BX59,202,,-73.84827288,40.83786364,"(40.83786363645703, -73.84827288012728)"
1187676-DCA,Business,12/31/08,Inactive,1/13/05,Tobacco Retail Dealer,"MOUSA, QASEM",YAFFE DELI GROCERY,5443,METROPOLITAN AVE,,RIDGEWOOD,NY,11385,7186285760,Queens,4,405,30,4432276,4026390001,QN20,595,,-73.90946745,40.71310819,"(40.71310818574638, -73.90946745080666)"
1190610-DCA,Business,12/31/08,Inactive,3/10/05,Tobacco Retail Dealer,CIVIC DELI INC.,,111,WORTH ST,,NEW YORK,NY,10013,2126192721,Manhattan,1,101,1,1086161,1001700020,MN24,31,,-74.00353877,40.71582811,"(40.7158281059634, -74.0035387695921)"
1129625-DCA,Business,12/31/07,Inactive,12/27/02,Tobacco Retail Dealer,"EXCELLENT DELI & GROCERY, INC.",,7321,METROPOLITAN AVE,,MIDDLE VLG,NY,11379,7183267932,Queens,4,405,30,4071500,4030580070,QN21,65702,,-73.87903443,40.71276458,"(40.71276458213765, -73.87903443257981)"
1194222-DCA,Business,12/31/06,Inactive,4/20/05,Tobacco Retail Dealer,"ROSA, JOSE R",SAN RAMON GROCERY & DELI,311,EVERGREEN AVE,,BROOKLYN,NY,11221,7185738117,Brooklyn,3,304,34,3074680,3032750001,BK78,421,,-73.92435369,40.69449844,"(40.69449843758714, -73.92435368924568)"
1131981-DCA,Business,12/31/05,Inactive,2/11/03,Tobacco Retail Dealer,MOUNTAIN DELI & GROCERY INC.,,721,HENRY ST,,BROOKLYN,NY,11231,7188582951,Brooklyn,3,306,38,3008453,3005360001,BK33,59,,-74.0031365,40.67636385,"(40.676363848432715, -74.00313650124755)"
1181439-DCA,Business,12/31/09,Inactive,9/30/04,Tobacco Retail Dealer,88-02 DELI GROCERY CORP.,,8802,LIBERTY AVE,,OZONE PARK,NY,11417,7188437740,Queens,4,410,32,4190607,4091530001,QN56,54,,-73.85050348,40.67989262,"(40.67989261956805, -73.85050348373399)"
1247536-DCA,Business,12/31/08,Inactive,1/31/07,Tobacco Retail Dealer,"SALAH, SALAH A",304 LENOX DELI,304,MALCOLM X BLVD,,NEW YORK,NY,10027,2129962350,Manhattan,1,110,9,1053494,1017230001,MN11,200,,-73.94531695,40.80798639,"(40.80798639393274, -73.94531695125801)"
1227046-DCA,Business,12/31/08,Inactive,5/15/06,Tobacco Retail Dealer,BEST CHOICE DELI & GROCERY CORP.,,726,COURTLANDT AVE,,BRONX,NY,10451,7185858001,Bronx,2,201,17,2091199,2024020005,BX34,69,,-73.91765258,40.82074938,"(40.82074937754782, -73.91765258374754)"
1213689-DCA,Business,12/31/07,Inactive,11/1/05,Tobacco Retail Dealer,GREEN APPLE DELI & GROCERY CORP.,,759,PARK AVE,,BROOKLYN,NY,11206,7182187306,Brooklyn,3,303,36,3048394,3017310028,BK75,257,,-73.94520153,40.69809217,"(40.698092174903245, -73.94520152627543)"
1053504-DCA,Business,12/31/04,Inactive,11/29/00,Tobacco Retail Dealer,"LORA, MAXIMO",ESPINAL DELI GROCERY,3411,36TH AVE,,ASTORIA,NY,11106,7184334011,Queens,4,401,26,4009589,4006380046,QN70,57,,-73.9271685,40.75538448,"(40.75538447762785, -73.92716849763845)"
1274987-DCA,Business,12/31/09,Inactive,12/28/07,Tobacco Retail Dealer,SUPER STAR GROCERY & DELI II INC,,350,E 204TH ST,,BRONX,NY,10467,7186554573,Bronx,2,207,11,2017921,2033320042,BX43,425,,-73.87770694,40.87204547,"(40.87204546830381, -73.87770694197275)"
1046908-DCA,Business,12/31/06,Inactive,6/5/06,Tobacco Retail Dealer,MIKE & GERARD'S DELI LTD.,,2888,GERRITSEN AVE,,BROOKLYN,NY,11229,7189343651,Brooklyn,3,315,46,3249456,3089070504,BK17,628,,-73.92190858,40.58993418,"(40.589934181931085, -73.9219085770426)"
1044948-DCA,Business,12/31/06,Inactive,12/5/00,Tobacco Retail Dealer,NEW GLENWOOD DELI CORP.,,8704,GLENWOOD RD,,BROOKLYN,NY,11236,7182722511,Brooklyn,3,318,46,3224587,3080080033,BK50,958,,-73.90969944,40.64038554,"(40.64038553932805, -73.90969943685565)"
1080221-DCA,Business,12/31/05,Inactive,4/12/02,Tobacco Retail Dealer,"ALI, ABDUL-RAQEEB, D",NEREID EXPRESS DELI,4401,WHITE PLAINS RD,,BRONX,NY,10470,7186526464,Bronx,2,212,11,2070705,2050690066,BX62,414,,-73.85411333,40.89868547,"(40.898685466090285, -73.85411333373344)"
1157881-DCA,Business,12/31/05,Inactive,12/29/04,Tobacco Retail Dealer,"CARTY, FAUSTO",NEIGHBORHOOD DELI & GROCERY,2073,NOSTRAND AVE,,BROOKLYN,NY,11210,7184215750,Brooklyn,3,317,45,3113953,3050050020,BK42,786,,-73.94786549,40.63496901,"(40.63496900811146, -73.94786549069264)"
1054349-DCA,Business,12/31/05,Inactive,12/19/00,Tobacco Retail Dealer,"BOURDIERD, RAMON",CAROLINE DELI GROCERY,315,PLEASANT AVE,,NEW YORK,NY,10035,2124268819,Manhattan,1,111,8,1053088,1017100029,MN34,178,,-73.93282373,40.79552696,"(40.79552696482531, -73.93282372971856)"
1275032-DCA,Business,12/31/08,Inactive,12/29/07,Tobacco Retail Dealer,EMAN DELI & GROCERY INC.,,7615,WOODSIDE AVE,,ELMHURST,NY,11373,7183351111,Queens,4,404,25,4037008,4014960039,QN29,267,,-73.88865033,40.74344421,"(40.74344421383854, -73.88865033167305)"
1044065-DCA,Business,12/31/05,Inactive,9/29/00,Tobacco Retail Dealer,SUSAN'S DELI GROCERY CORP.,,501,ONDERDONK AVE,,RIDGEWOOD,NY,11385,7186285500,Queens,4,405,34,4434225,4034050013,QN20,591,,-73.91109256,40.70628597,"(40.706285968274855, -73.91109255974342)"
1131595-DCA,Business,12/31/09,Inactive,8/13/04,Tobacco Retail Dealer,"S & M POLISH DELI III, INC.",,1201,HYLAN BLVD,,STATEN ISLAND,NY,10305,7189813078,Staten Island,5,502,50,5047158,5032080010,SI36,9601,,-74.08290114,40.59818443,"(40.598184426690295, -74.08290114394732)"
1249594-DCA,Business,12/31/08,Inactive,3/8/07,Tobacco Retail Dealer,"RAMIREZ, RICARDO",EL ENCANTO DE MEXICO MEAT DELI GROCERY,255,WYCKOFF AVE,,BROOKLYN,NY,11237,7184170330,Brooklyn,3,304,37,3075777,3033110004,BK77,441,,-73.9143306,40.70133961,"(40.70133961011295, -73.91433060383687)"
1051454-DCA,Business,12/31/06,Inactive,12/31/04,Tobacco Retail Dealer,"ALMONTE, ANA V",FAMILY DELI-GROCERY,427,WYTHE AVE,,BROOKLYN,NY,11211,7183849795,Brooklyn,3,301,33,3059502,3021300001,BK73,549,,-73.96691306,40.70997706,"(40.70997706288103, -73.9669130633306)"
1113925-DCA,Business,12/31/03,Inactive,6/24/02,Tobacco Retail Dealer,"ZINDANI, ABDULKARIM ALI",BROOKLYN DELI GROCERY,980,FULTON ST,,BROOKLYN,NY,11238,7187832078,Brooklyn,3,302,35,3057641,3020140033,BK69,201,,-73.96172401,40.68239054,"(40.682390537043986, -73.96172401435062)"
1126315-DCA,Business,12/31/05,Inactive,10/24/02,Tobacco Retail Dealer,"ALMONTE, ANGELA",V.I.P. DELI GROCERY,10819,101ST AVE,,S RICHMOND HL,NY,11419,7188492053,Queens,4,409,28,4197910,4094100028,QN54,110,,-73.83509726,40.68737579,"(40.6873757912508, -73.83509725872541)"
1259043-DCA,Business,12/31/09,Inactive,6/19/07,Tobacco Retail Dealer,O & O DELI & GROCERY INC.,,2476,86TH ST,,BROOKLYN,NY,11214,7187147358,Brooklyn,3,311,47,3185636,3068660043,BK29,300,,-73.98769554,40.59821641,"(40.598216414316276, -73.98769553890969)"
1187239-DCA,Business,12/31/07,Inactive,1/5/05,Tobacco Retail Dealer,"BAEZ, EVELYN",E. B. DELI GROCERY,120,W 167TH ST,,BRONX,NY,10452,7185385674,Bronx,2,204,16,2003272,2025140064,BX26,199,,-73.92635671,40.83669383,"(40.83669382539645, -73.92635671443306)"
1224890-DCA,Business,12/31/08,Inactive,4/26/06,Tobacco Retail Dealer,NATION WIDE GROCERY STORE & DELI CORP.,,124,W 114TH ST,,NEW YORK,NY,10026,2123169012,Manhattan,1,110,9,1055032,1018230058,MN11,216,,-73.95268339,40.80157249,"(40.801572485034605, -73.95268338599175)"
1276953-DCA,Business,12/31/09,Inactive,2/4/08,Tobacco Retail Dealer,NOHO CORP.,NOHO JUICE BAR AND DELI,208,MERCER ST,,NEW YORK,NY,10012,2127775070,Manhattan,1,102,1,1008236,1005230038,MN23,5501,,-73.99682144,40.72671932,"(40.726719318781214, -73.99682144186147)"
1216997-DCA,Business,12/31/07,Inactive,1/5/06,Tobacco Retail Dealer,"SHARHAN, NGI Y",NS GROCERY DELI STORE,353,E 14TH ST,,NEW YORK,NY,10003,9176035427,Manhattan,1,106,2,1082155,1009210027,MN21,48,,-73.98369105,40.73183443,"(40.7318344322965, -73.98369104912778)"
1067994-DCA,Business,12/31/02,Inactive,11/30/00,Tobacco Retail Dealer,84 WILLIAM DELI INC.,THE CORNER GOURMET,84,WILLIAM ST,,NEW YORK,NY,10038,2127428009,Manhattan,1,101,1,1001113,1000680016,MN25,1502,,-74.00793876,40.70802727,"(40.70802727280567, -74.00793875677199)"
1046919-DCA,Business,12/31/09,Inactive,10/5/00,Tobacco Retail Dealer,54-01 MET DELI CORP.,,5401,METROPOLITAN AVE,,RIDGEWOOD,NY,11385,7184185790,Queens,4,405,30,4059306,4026390024,QN20,595,,-73.91069377,40.71319149,"(40.71319148650971, -73.91069377466859)"
2018119-2-DCA,Business,12/31/18,Inactive,2/9/15,Tobacco Retail Dealer,"SAN MIGUEL DELI GROCERY, INC.",,5129,103RD ST,,CORONA,NY,11368,347-706-0900,Queens,4,404,21,4047774,4019420101,QN25,439,,-73.85826745,40.74190396,"(40.74190396197828, -73.85826744927536)"
1274467-DCA,Business,12/31/09,Inactive,12/18/07,Tobacco Retail Dealer,F.J.R. DELI & GROCERY CORP.,,1201,34TH AVE,,ASTORIA,NY,11106,7182742336,Queens,4,401,22,4005786,4005220001,QN70,45,,-73.93697783,40.76423657,"(40.76423657340515, -73.93697783112516)"
1054191-DCA,Business,12/31/07,Inactive,11/30/00,Tobacco Retail Dealer,R & R DELI EXPRESS CORP.,,1824,ARCHER ST,,BRONX,NY,10460,7188283919,Bronx,2,209,18,2028254,2039000033,BX08,218,,-73.86610453,40.83760575,"(40.83760575481568, -73.86610453079399)"
1047577-DCA,Business,12/31/05,Inactive,12/7/00,Tobacco Retail Dealer,"RAMOS, LUIS A",HAVERMEYER GROCERY & DELI,186,HAVEMEYER ST,,BROOKLYN,NY,11211,7183863647,Brooklyn,3,301,34,3063306,3024330025,BK73,523,,-73.95819098,40.71057807,"(40.710578073353304, -73.95819097936503)"
1095282-DCA,Business,12/31/06,Inactive,10/19/01,Tobacco Retail Dealer,"ANAM, ITRAH A",DELI GROCERY A,2787,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10039,6465489122,Manhattan,1,110,7,1060830,1020450069,MN03,259,,-73.94045415,40.82485304,"(40.824853035827495, -73.94045414985014)"
1132245-DCA,Business,12/31/07,Inactive,2/11/03,Tobacco Retail Dealer,"DAVID MINI MARKET & DELI, INC.",,704,E 183RD ST,,BRONX,NY,10458,7187339696,Bronx,2,206,15,2012821,2031010053,BX06,391,,-73.88534201,40.85192916,"(40.851929161606904, -73.8853420124236)"
1275846-DCA,Business,12/31/08,Inactive,1/15/08,Tobacco Retail Dealer,"EL CHOL DELI GROCERY, INC.",,11312,GUY R BREWER BLVD,,JAMAICA,NY,11433,7186570001,Queens,4,412,28,4263988,4121800021,QN01,264,,-73.78603783,40.68937832,"(40.68937831832121, -73.78603783321783)"
1110268-DCA,Business,12/31/04,Inactive,5/21/02,Tobacco Retail Dealer,NEWSDAY DELI & GROCERY CORP.,,523,E 137TH ST,,BRONX,NY,10454,7186654774,Bronx,2,201,8,0,2000000000,BX39,25,,-73.91916549,40.80664807,"(40.8066480661107, -73.91916549385871)"
1252992-DCA,Business,12/31/08,Inactive,4/24/07,Tobacco Retail Dealer,J&F DELI GROCERY INC.,,219,ELDRIDGE ST,,NEW YORK,NY,10002,2125297195,Manhattan,1,103,1,1005608,1004210061,MN27,3601,,-73.99013674,40.72175916,"(40.72175916328886, -73.99013674098215)"
1287049-DCA,Business,12/31/09,Inactive,5/28/08,Tobacco Retail Dealer,"2008 FAUSTO DELI GROCERY, CORP.",,650,MELROSE AVE,,BRONX,NY,10455,2122928013,Bronx,2,201,17,2001356,2023740073,BX34,67,,-73.91661111,40.818605,"(40.818605003181986, -73.9166111145726)"
1117396-DCA,Business,12/31/04,Inactive,7/25/02,Tobacco Retail Dealer,DILE PUNJAB DELI & ELECTRONICS INC.,,164,9TH AVE,,NEW YORK,NY,10011,2126479432,Manhattan,1,104,3,1013243,1007440001,MN13,89,,-74.00262004,40.7447057,"(40.74470570063869, -74.0026200410998)"
1172063-DCA,Business,12/31/08,Inactive,4/19/07,Tobacco Retail Dealer,"PARK HILL SMOKE SHOP DELI, INC.",,480,TARGEE ST,,STATEN ISLAND,NY,10304,7182882255,Staten Island,5,501,49,5016385,5006470001,SI37,29,,-74.08469113,40.61546711,"(40.61546710690266, -74.08469113379559)"
1057672-DCA,Business,12/31/06,Inactive,5/3/01,Tobacco Retail Dealer,"NASSER, MOHAMED A.",STOP ONE DELI GROCERY,621,E 169TH ST,,BRONX,NY,10456,7188932064,Bronx,2,203,16,2000000,2029330073,BX35,149,,-73.9017537,40.83168286,"(40.83168285852468, -73.90175370311017)"
1050204-DCA,Business,12/31/04,Inactive,11/1/00,Tobacco Retail Dealer,"CABRERA, JUAN E.",G & J DELI GROCERY,1405,WEBSTER AVE,,BRONX,NY,10456,7182937020,Bronx,2,204,16,2009302,2028870144,BX14,17702,,-73.90727223,40.83645774,"(40.83645773914399, -73.90727223038336)"
1225617-DCA,Business,12/31/07,Inactive,5/2/06,Tobacco Retail Dealer,INDEPENDENT DELI GROCERY CORP.,,694,COURTLANDT AVE,,BRONX,NY,10451,7182925995,Bronx,2,201,17,2001703,2024010001,BX34,67,,-73.91793516,40.82013202,"(40.8201320172114, -73.9179351588915)"
1082012-DCA,Business,12/31/04,Inactive,5/25/01,Tobacco Retail Dealer,1538 DELI GROCERY CORP.,,1538,DR MARTIN L KING JR BLVD,,BRONX,NY,10452,7189604574,Bronx,2,205,16,2008785,2028750045,BX36,21301,,-73.92181765,40.84596521,"(40.84596521064116, -73.92181764854583)"
1054811-DCA,Business,12/31/03,Inactive,12/5/00,Tobacco Retail Dealer,"ALHAGAGI, MOHAMED",AMERICAN GROCERY & DELI,568,PINE ST,,BROOKLYN,NY,11208,7182351960,Brooklyn,3,305,42,3095712,3042660050,BK82,1208,,-73.87005333,40.67170398,"(40.67170398456498, -73.87005333028854)"
1074383-DCA,Business,12/31/09,Inactive,3/7/01,Tobacco Retail Dealer,"ATE DELI, INC.",,3165,BAINBRIDGE AVE,,BRONX,NY,10467,7186557784,Bronx,2,207,11,2018027,2033350178,BX43,419,,-73.87948753,40.87514336,"(40.87514335775657, -73.87948752600329)"
0989178-DCA,Business,3/31/04,Inactive,6/29/98,Stoop Line Stand,"ROMERO BEST PRICE CONSTRUCTION, CORP.",VERO & BERE MEXICAN DELI GROCERY,250,WYCKOFF AVE,,BROOKLYN,NY,11237,3477234797,Brooklyn,3,304,37,3076181,3033280032,BK77,441,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91295393,40.70056181,"(40.700561808050054, -73.91295392638993)"
1270819-DCA,Business,12/31/09,Inactive,10/18/07,Tobacco Retail Dealer,"HOSSEN, ALI F",DELI PLUS,1164,BROADWAY,,BROOKLYN,NY,11221,7184554600,Brooklyn,3,303,41,3399411,3016080034,BK35,289,,-73.9281202,40.69293633,"(40.69293633306805, -73.9281201998893)"
